ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	COGIDS	ALIGNMENT	STRUCTURE
4490	Shanenawa	hole of ear	pahinki	pahinki	p a h i n k i	None	239	p a h i n k i - - -	C V C V C C V
4488	Sharanawa	hole of ear	paɸiki	paɸiki	p a ɸ i k i	None	239	p a ɸ i k i - - - -	C V C V C V
4481	ShipiboKonibo	hole of ear	paβíki	paβíki	p a β i k i	None	239	p a β i k i - - - -	C V C V C V
4496	Yawanawa	hole of ear	pabinki_hui	pabinki_hui	p a b i n k i h u i	None	239	p a b i n k i h u i	C V C V C C V C V V
5706	Amawaka	hot	xanaa	xanaa	x a n a a	II	332	x a n a a - -	C V C V V
5696	Kakataibo	hot	ʂana-	ʂana-	ʂ a n a	None	332	ʂ a n a - - -	C V C V
5698	Kapanawa	hot	ʂana	ʂana	ʂ a n a	None	332	ʂ a n a - - -	C V C V
5705	Katukina	hot	ʂaˈnaʔ	ʂaˈnaʔ	ʂ a n a ʔ	None	332	ʂ a n a ʔ - -	C V C V C
5707	Kaxinawa	hot	ʃana	ʃana	ʃ a n a	None	332	ʃ a n a - - -	C V C V
5699	Marubo	hot	ˈʃana-ka	ˈʃana-ka	ʃ a n a k a	None	332	ʃ a n a k a -	C V C V C V
5710	Matis	hot	ʂana-dap	ʂana-dap	ʂ a n a d a p	None	332	ʂ a n a d a p	C V C V C V C
5695	Proto-Panoan	hot	ʂa[n]a	ʂa[n]a	ʂ a rⁿ a	None	332	ʂ a rⁿ a - - -	C V C V
5704	Shanenawa	hot	ʂana	ʂana	ʂ a n a	None	332	ʂ a n a - - -	C V C V
5697	ShipiboKonibo	hot	ʂana	ʂana	ʂ a n a	None	332	ʂ a n a - - -	C V C V
5709	Yawanawa	hot	ʂana	ʂana	ʂ a n a	None	332	ʂ a n a - - -	C V C V
279	Amawaka	hot, heat	ʔítsis	ʔítsis	ʔ i ts i s	None	79	ʔ i ts i s -	C V C V C
276	Chakobo	hot, heat	ʔitsis-	ʔitsis-	ʔ i ts i s	None	79	ʔ i ts i s -	C V C V C
274	Kakataibo	hot, heat	ʔitsís	ʔitsís	ʔ i ts i s	None	79	ʔ i ts i s -	C V C V C
277	Kaxarari	hot, heat	itsiˈsi	itsiˈsi	i ts i s i	None	79	i ts i s i -	V C V C V
282	Matis	hot, heat	itʃis-	itʃis-	i tʃ i s	None	79	i tʃ i s - -	V C V C
283	Mayoruna	hot, heat	itsis	itsis	i ts i s	None	79	i ts i s - -	V C V C
273	Proto-Panoan	hot, heat	ʔitsis	ʔitsis	ʔ i ts i s	None	79	ʔ i ts i s -	C V C V C
278	Sharanawa	hot, heat	tʃiʃnai	tʃiʃnai	tʃ i ʃ n a i	None	79	tʃ i ʃ n a i	C V C C V V
5702	Chaninawa	hot, heat	ʃada	ʃada	ʃ a d a	None	332	ʃ a d a - - -	C V C V
5708	Marinawa	hot, heat	ʂáná	ʂáná	ʂ a n a	None	332	ʂ a n a - - -	C V C V
5703	Sharanawa	hot, heat	ʂana	ʂana	ʂ a n a	None	332	ʂ a n a - - -	C V C V
5701	Yaminawa	hot, heat	ʂana	ʂana	ʂ a n a	None	332	ʂ a n a - - -	C V C V
6107	Amawaka	house	xowo	xowo	x o w o	None	364	x o w o	C V C V
6104	Chakobo	house	ʂoβo	ʂoβo	ʂ o β o	None	364	ʂ o β o	C V C V
6100	Kakataibo	house	ʂoβo	ʂoβo	ʂ o β o	None	364	ʂ o β o	C V C V
6102	Kapanawa	house	ʂoβo	ʂoβo	ʂ o β o	None	364	ʂ o β o	C V C V
6105	Katukina	house	ʂuβu	ʂuβu	ʂ u β u	None	364	ʂ u β u	C V C V
6108	Kaxinawa	house	ʂubu	ʂubu	ʂ u b u	None	364	ʂ u b u	C V C V
6109	Korubo	house	ʂuβu	ʂuβu	ʂ u β u	None	364	ʂ u β u	C V C V
6103	Marubo	house	ʃuvu	ʃuvu	ʃ u v u	None	364	ʃ u v u	C V C V
6110	Matis	house	ʂubu	ʂubu	ʂ u b u	None	364	ʂ u b u	C V C V
6111	Mayoruna	house	ʂubu	ʂubu	ʂ u b u	None	364	ʂ u b u	C V C V
6099	Proto-Panoan	house	ʂoβo	ʂoβo	ʂ o β o	None	364	ʂ o β o	C V C V
6101	ShipiboKonibo	house	ʂoβo	ʂoβo	ʂ o β o	None	364	ʂ o β o	C V C V
6106	Yawanawa	house	ʂuhu	ʂuhu	ʂ u h u	None	364	ʂ u h u	C V C V
4368	Amawaka	human	honi_I	honi_I	h o n i	None	231	h o n i - - -	C V C V
4362	Chakobo	human	honi	honi	h o n i	None	231	h o n i - - -	C V C V
4358	Kakataibo	human	oni	oni	o n i	None	231	o n i - - - -	V C V
4360	Kapanawa	human	honi	honi	h o n i	None	231	h o n i - - -	C V C V
4366	Katukina	human	huni	huni	h u n i	None	231	h u n i - - -	C V C V
4363	Kaxarari	human	huni	huni	h u n i	None	231	h u n i - - -	C V C V
4369	Kaxinawa	human	huni	huni	h u n i	None	231	h u n i - - -	C V C V
4370	Marinawa	human	oni	oni	o n i	None	231	o n i - - - -	V C V
4361	Marubo	human	oni	oni	o n i	None	231	o n i - - - -	V C V
4357	Proto-Panoan	human	honi	honi	h o n i	None	231	h o n i - - -	C V C V
4364	Sharanawa	human	onikoin	onikoin	o n i k o i n	None	231	o n i k o i n	V C V C V V C
4359	ShipiboKonibo	human	honi	honi	h o n i	None	231	h o n i - - -	C V C V
4767	Amawaka	hummingbird	pino	pino	p i n o	II	260	p i n o	C V C V
4762	Chakobo	hummingbird	pino	pino	p i n o	None	260	p i n o	C V C V
4758	Kakataibo	hummingbird	pino	pino	p i n o	None	260	p i n o	C V C V
4760	Kapanawa	hummingbird	pino	pino	p i n o	None	260	p i n o	C V C V
4766	Katukina	hummingbird	piˈoʔ	piˈoʔ	p i o ʔ	None	260	p i o ʔ	C V V C
4768	Kaxinawa	hummingbird	pinu	pinu	p i n u	None	260	p i n u	C V C V
4769	Marinawa	hummingbird	pínó	pínó	p i n o	None	260	p i n o	C V C V
4761	Marubo	hummingbird	ˈpinu	ˈpinu	p i n u	None	260	p i n u	C V C V
4771	Matis	hummingbird	pinu	pinu	p i n u	None	260	p i n u	C V C V
4772	Mayoruna	hummingbird	pinu	pinu	p i n u	None	260	p i n u	C V C V
4757	Proto-Panoan	hummingbird	pi[n]o	pi[n]o	p i rⁿ o	None	260	p i rⁿ o	C V C V
4765	Shanenawa	hummingbird	pinu	pinu	p i n u	None	260	p i n u	C V C V
4763	Sharanawa	hummingbird	pino	pino	p i n o	None	260	p i n o	C V C V
4759	ShipiboKonibo	hummingbird	pino	pino	p i n o	None	260	p i n o	C V C V
4770	Yawanawa	hummingbird	pinu	pinu	p i n u	None	260	p i n u	C V C V
1259	Amawaka	husband, man	wɨnɨ	wɨnɨ	w ɨ n ɨ	None	491	w ɨ n ɨ	C V C V
1251	Chakobo	husband, man	βɨnɨ	βɨnɨ	β ɨ n ɨ	None	491	β ɨ n ɨ	C V C V
1254	Chaninawa	husband, man	ɸɨnɨ	ɸɨnɨ	ɸ ɨ n ɨ	None	491	ɸ ɨ n ɨ	C V C V
1247	Kakataibo	husband, man	βɨnɨ	βɨnɨ	β ɨ n ɨ	None	491	β ɨ n ɨ	C V C V
1249	Kapanawa	husband, man	βɨnɨ	βɨnɨ	β ɨ n ɨ	None	491	β ɨ n ɨ	C V C V
1252	Kaxarari	husband, man	βɨˈnɨ	βɨˈnɨ	β ɨ n ɨ	None	491	β ɨ n ɨ	C V C V
1260	Kaxinawa	husband, man	bɨnɨ	bɨnɨ	b ɨ n ɨ	None	491	b ɨ n ɨ	C V C V
1263	Korubo	husband, man	βɨnɨ	βɨnɨ	β ɨ n ɨ	None	491	β ɨ n ɨ	C V C V
1261	Marinawa	husband, man	ɸɨnɨ	ɸɨnɨ	ɸ ɨ n ɨ	None	491	ɸ ɨ n ɨ	C V C V
1250	Marubo	husband, man	βɨnɨ	βɨnɨ	β ɨ n ɨ	None	491	β ɨ n ɨ	C V C V
1264	Matis	husband, man	bɨnɨ	bɨnɨ	b ɨ n ɨ	None	491	b ɨ n ɨ	C V C V
1265	Mayoruna	husband, man	bɨnɨ	bɨnɨ	b ɨ n ɨ	None	491	b ɨ n ɨ	C V C V
1246	Proto-Panoan	husband, man	βɨnɨ	βɨnɨ	β ɨ n ɨ	None	491	β ɨ n ɨ	C V C V
1258	Shanenawa	husband, man	fɨnɨ	fɨnɨ	f ɨ n ɨ	None	491	f ɨ n ɨ	C V C V
1256	Sharanawa	husband, man	ɸɨnɨ	ɸɨnɨ	ɸ ɨ n ɨ	None	491	ɸ ɨ n ɨ	C V C V
1248	ShipiboKonibo	husband, man	βɨnɨ	βɨnɨ	β ɨ n ɨ	None	491	β ɨ n ɨ	C V C V
1253	Yaminawa	husband, man	ɸɨnɨ	ɸɨnɨ	ɸ ɨ n ɨ	None	491	ɸ ɨ n ɨ	C V C V
1262	Yawanawa	husband, man	βɨnɨ	βɨnɨ	β ɨ n ɨ	None	491	β ɨ n ɨ	C V C V
6819	Kapanawa	igarapé	wɨán_ʔani	wɨán_ʔani	w ɨ a n ʔ a n i	None	423	w ɨ a n ʔ a n i	C V V C C V C V
6817	Proto-Panoan	igarapé	wɨa	wɨa	w ɨ a	None	423	w ɨ a - - - - -	C V V
5231	Amawaka	in front of, above the river	rɨwoki	rɨwoki	r ɨ w o k i	II	295	r ɨ w o k i - -	C V C V C V
5222	Kakataibo	in front of, above the river	rɨβomi	rɨβomi	r ɨ β o m i	None	295	r ɨ β o m i - -	C V C V C V
5224	Kapanawa	in front of, above the river	rɨβoki	rɨβoki	r ɨ β o k i	None	295	r ɨ β o k i - -	C V C V C V
5230	Katukina	in front of, above the river	ɾɨˈβo_kiˈɾi	ɾɨˈβo_kiˈɾi	ɾ ɨ β o k i ɾ i	None	295	ɾ ɨ β o k i ɾ i	C V C V C V C V
5221	Proto-Panoan	in front of, above the river	ɽɨβo+ki	ɽɨβo+ki	ɽ ɨ β o k i	None	295	ɽ ɨ β o k i - -	C V C V C V
5227	Sharanawa	in front of, above the river	rɨɸokiri	rɨɸokiri	r ɨ ɸ o k i r i	None	295	r ɨ ɸ o k i r i	C V C V C V C V
5223	ShipiboKonibo	in front of, above the river	rɨβoki	rɨβoki	r ɨ β o k i	None	295	r ɨ β o k i - -	C V C V C V
2878	Amawaka	ingest soft food	kókokín	kókokín	k o k o k i n	None	106	k o k o k i n	C V C V C V C
2869	Kakataibo	ingest soft food	ko-	ko-	k o	None	106	k o - - - - -	C V
2879	Kaxinawa	ingest soft food	kuku-	kuku-	k u k u	None	106	k u k u - - -	C V C V
2881	Korubo	ingest soft food	kutkai	kutkai	k u t k a i	None	106	k u t k a i -	C V C C V V
2882	Mayoruna	ingest soft food	kuk	kuk	k u k	None	106	k u k - - - -	C V C
2868	Proto-Panoan	ingest soft food	koko-	koko-	k o k o	None	106	k o k o - - -	C V C V
2873	Sharanawa	ingest soft food	kokoi	kokoi	k o k o i	None	106	k o k o i - -	C V C V V
2870	ShipiboKonibo	ingest soft food	kókoti	kókoti	k o k o t i	None	106	k o k o t i -	C V C V C V
1647	Amawaka	insect	wõpá_I	wõpá_I	w o p a	None	9	w o p a	C V C V
1645	Chakobo	insect	ˈβopa	ˈβopa	β o p a	None	9	β o p a	C V C V
1642	Kakataibo	insect	βõpa	βõpa	β o p a	None	9	β o p a	C V C V
1644	Kapanawa	insect	βompa	βompa	β o p a	None	9	β o p a	C V C V
1648	Marinawa	insect	ɸopa	ɸopa	ɸ o p a	None	9	ɸ o p a	C V C V
1641	Proto-Panoan	insect	βõpa	βõpa	β o p a	None	9	β o p a	C V C V
1643	ShipiboKonibo	insect	bõpa	bõpa	b o p a	None	9	b o p a	C V C V
3818	Amawaka	inside, in the center	napɨɨ	napɨɨ	n a p ɨ ɨ	None	184	n a p ɨ ɨ	C V C V V
3808	Kakataibo	inside, in the center	napo	napo	n a p o	None	184	n a p o -	C V C V
3810	Kapanawa	inside, in the center	napo	napo	n a p o	None	184	n a p o -	C V C V
3819	Kaxinawa	inside, in the center	napu	napu	n a p u	None	184	n a p u -	C V C V
3811	Marubo	inside, in the center	ˈnaki	ˈnaki	n a k i	None	184	n a k i -	C V C V
3820	Mayoruna	inside, in the center	naˈpi	naˈpi	n a p i	None	184	n a p i -	C V C V
3816	Poyanawa	inside, in the center	dapu	dapu	d a p u	None	184	d a p u -	C V C V
3807	Proto-Panoan	inside, in the center	[n]apo	[n]apo	rⁿ a p o	None	184	rⁿ a p o -	C V C V
3814	Sharanawa	inside, in the center	napo	napo	n a p o	None	184	n a p o -	C V C V
3809	ShipiboKonibo	inside, in the center	napo	napo	n a p o	None	184	n a p o -	C V C V
3813	Yaminawa	inside, in the center	napo	napo	n a p o	None	184	n a p o -	C V C V
4905	Amawaka	intestines, belly	poko	poko	p o k o	II	272	p o k o	C V C V
4899	Chakobo	intestines, belly	poko	poko	p o k o	None	272	p o k o	C V C V
4900	Chaninawa	intestines, belly	poko	poko	p o k o	None	272	p o k o	C V C V
4895	Kakataibo	intestines, belly	poko	poko	p o k o	None	272	p o k o	C V C V
4897	Kapanawa	intestines, belly	poko	poko	p o k o	None	272	p o k o	C V C V
4904	Katukina	intestines, belly	puku	puku	p u k u	None	272	p u k u	C V C V
4906	Kaxinawa	intestines, belly	puku	puku	p u k u	None	272	p u k u	C V C V
4907	Marinawa	intestines, belly	pókó	pókó	p o k o	None	272	p o k o	C V C V
4898	Marubo	intestines, belly	poko	poko	p o k o	None	272	p o k o	C V C V
4910	Mayoruna	intestines, belly	puku	puku	p u k u	None	272	p u k u	C V C V
4894	Proto-Panoan	intestines, belly	poko	poko	p o k o	None	272	p o k o	C V C V
4903	Shanenawa	intestines, belly	puku	puku	p u k u	None	272	p u k u	C V C V
4901	Sharanawa	intestines, belly	poko	poko	p o k o	None	272	p o k o	C V C V
4896	ShipiboKonibo	intestines, belly	poko	poko	p o k o	None	272	p o k o	C V C V
4908	Yawanawa	intestines, belly	puku	puku	p u k u	None	272	p u k u	C V C V
89	Amawaka	intransitive suffix of concordance	ʔax	ʔax	ʔ a x	None	473	ʔ a x	C V C
88	Chakobo	intransitive suffix of concordance	-ʔaʂ	-ʔaʂ	ʔ a ʂ	None	473	ʔ a ʂ	C V C
85	Kakataibo	intransitive suffix of concordance	-aʂ	-aʂ	a ʂ	None	473	a ʂ -	V C
87	Kapanawa	intransitive suffix of concordance	-ʔaʂ	-ʔaʂ	ʔ a ʂ	None	473	ʔ a ʂ	C V C
90	Kaxinawa	intransitive suffix of concordance	-a	-a	a	None	473	a - -	V
91	Marinawa	intransitive suffix of concordance	-aʂɨ	-aʂɨ	a ʂ ɨ	None	473	a ʂ ɨ	V C V
84	Proto-Panoan	intransitive suffix of concordance	-ʔaʂ	-ʔaʂ	ʔ a ʂ	None	473	ʔ a ʂ	C V C
86	ShipiboKonibo	intransitive suffix of concordance	-aʂ	-aʂ	a ʂ	None	473	a ʂ -	V C
6081	Amawaka	itch, to itch	xowa-	xowa-	x o w a	II	362	x o w a - - -	C V C V
6075	Chakobo	itch, to itch	ʂoa	ʂoa	ʂ o a	None	362	ʂ o a - - - -	C V V
6071	Kakataibo	itch, to itch	ʂoa-	ʂoa-	ʂ o a	None	362	ʂ o a - - - -	C V V
6073	Kapanawa	itch, to itch	ʂoa-	ʂoa-	ʂ o a	None	362	ʂ o a - - - -	C V V
6080	Katukina	itch, to itch	ʃua-nati	ʃua-nati	ʃ u a n a t i	None	362	ʃ u a n a t i	C V V C V C V
6082	Kaxinawa	itch, to itch	ʂua-	ʂua-	ʂ u a	None	362	ʂ u a - - - -	C V V
6083	Marinawa	itch, to itch	ʂóá-	ʂóá-	ʂ o a	None	362	ʂ o a - - - -	C V V
6074	Marubo	itch, to itch	ʃua	ʃua	ʃ u a	None	362	ʃ u a - - - -	C V V
6085	Mayoruna	itch, to itch	ʂuan	ʂuan	ʂ u a n	None	362	ʂ u a n - - -	C V V C
6070	Proto-Panoan	itch, to itch	ʂoa-	ʂoa-	ʂ o a	None	362	ʂ o a - - - -	C V V
6079	Shanenawa	itch, to itch	ʂua	ʂua	ʂ u a	None	362	ʂ u a - - - -	C V V
6077	Sharanawa	itch, to itch	ʂoai	ʂoai	ʂ o a i	None	362	ʂ o a i - - -	C V V V
6072	ShipiboKonibo	itch, to itch	ʂoa-	ʂoa-	ʂ o a	None	362	ʂ o a - - - -	C V V
6084	Yawanawa	itch, to itch	ʂua	ʂua	ʂ u a	None	362	ʂ u a - - - -	C V V
5808	Amawaka	jabuti	xaɨ́́_I	xaɨ́́_I	x a ɨ	None	341	x a ɨ - - - - -	C V V
5797	Kakataibo	jabuti	ʂaɨ	ʂaɨ	ʂ a ɨ	None	341	ʂ a ɨ - - - - -	C V V
5799	Kapanawa	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	ʂ a w ɨ - - - -	C V C V
5805	Katukina	jabuti	waka-ʂawi	waka-ʂawi	w a k a ʂ a w i	None	341	w a k a ʂ a w i	C V C V C V C V
5801	Kaxarari	jabuti	ʃaˈwɨ	ʃaˈwɨ	ʃ a w ɨ	None	341	ʃ a w ɨ - - - -	C V C V
5807	Kaxinawa	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	ʂ a w ɨ - - - -	C V C V
5809	Marinawa	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	ʂ a w ɨ - - - -	C V C V
5800	Marubo	jabuti	ʃaˈwɨ	ʃaˈwɨ	ʃ a w ɨ	None	341	ʃ a w ɨ - - - -	C V C V
5811	Matis	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	ʂ a w ɨ - - - -	C V C V
5812	Mayoruna	jabuti	ʂowɨ	ʂowɨ	ʂ o w ɨ	None	341	ʂ o w ɨ - - - -	C V C V
5806	Poyanawa	jabuti	hauh	hauh	h a u h	None	341	h a u h - - - -	C V V C
5796	Proto-Panoan	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	ʂ a w ɨ - - - -	C V C V
5804	Shanenawa	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	ʂ a w ɨ - - - -	C V C V
5802	Sharanawa	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	ʂ a w ɨ - - - -	C V C V
5798	ShipiboKonibo	jabuti	ʂawɨ	ʂawɨ	ʂ a w ɨ	None	341	ʂ a w ɨ - - - -	C V C V
5810	Yawanawa	jabuti	ʂauɨ	ʂauɨ	ʂ a w ɨ	None	341	ʂ a w ɨ - - - -	C V C V
3907	Amawaka	jacamim (species of bord)	nɨa_I	nɨa_I	n ɨ a	None	191	n ɨ a -	C V V
3903	Chakobo	jacamim (species of bord)	ˈnɨa	ˈnɨa	n ɨ a	None	191	n ɨ a -	C V V
3899	Kakataibo	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a -	C V V
3901	Kapanawa	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a -	C V V
3906	Katukina	jacamim (species of bord)	neˈaʔ	neˈaʔ	n e a ʔ	None	191	n e a ʔ	C V V C
3908	Kaxinawa	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a -	C V V
3909	Marinawa	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a -	C V V
3902	Marubo	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a -	C V V
3898	Proto-Panoan	jacamim (species of bord)	[n]ɨa	[n]ɨa	rⁿ ɨ a	None	191	rⁿ ɨ a -	C V V
3904	Sharanawa	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a -	C V V
3900	ShipiboKonibo	jacamim (species of bord)	nɨa	nɨa	n ɨ a	None	191	n ɨ a -	C V V
3910	Yawanawa	jacamim (species of bord)	nɨˈa	nɨˈa	n ɨ a	None	191	n ɨ a -	C V V
2220	Amawaka	jacu (species of bird)	kɨwo	kɨwo	k ɨ w o	II	56	k ɨ w o -	C V C V
2214	Chakobo	jacu (species of bird)	kɨβo	kɨβo	k ɨ β o	None	56	k ɨ β o -	C V C V
2210	Kakataibo	jacu (species of bird)	kwɨβo	kwɨβo	kʷ ɨ β o	None	56	kʷ ɨ β o -	C V C V
2212	Kapanawa	jacu (species of bird)	kɨβo	kɨβo	k ɨ β o	None	56	k ɨ β o -	C V C V
2218	Katukina	jacu (species of bird)	kɨβu	kɨβu	k ɨ β u	None	56	k ɨ β u -	C V C V
2215	Kaxarari	jacu (species of bird)	kiˈwi	kiˈwi	k i w i	None	56	k i w i -	C V C V
2221	Kaxinawa	jacu (species of bird)	kɨbu	kɨbu	k ɨ b u	None	56	k ɨ b u -	C V C V
2224	Korubo	jacu (species of bird)	kwɨβu	kwɨβu	kʷ ɨ β u	None	56	kʷ ɨ β u -	C V C V
2222	Marinawa	jacu (species of bird)	kɨ́ɸó	kɨ́ɸó	k ɨ ɸ o	None	56	k ɨ ɸ o -	C V C V
2213	Marubo	jacu (species of bird)	kɨvu	kɨvu	k ɨ v u	None	56	k ɨ v u -	C V C V
2225	Matis	jacu (species of bird)	kuɨbu	kuɨbu	kʷ ɨ b u	None	56	kʷ ɨ b u -	C V C V
2226	Mayoruna	jacu (species of bird)	kwɨˈbu	kwɨˈbu	kʷ ɨ b u	None	56	kʷ ɨ b u -	C V C V
2219	Poyanawa	jacu (species of bird)	kɨbu	kɨbu	k ɨ b u	None	56	k ɨ b u -	C V C V
2209	Proto-Panoan	jacu (species of bird)	kwɨβo	kwɨβo	kʷ ɨ β o	None	56	kʷ ɨ β o -	C V C V
2217	Shanenawa	jacu (species of bird)	kɨhu	kɨhu	k ɨ h u	None	56	k ɨ h u -	C V C V
2216	Sharanawa	jacu (species of bird)	kɨɸon	kɨɸon	k ɨ ɸ o n	None	56	k ɨ ɸ o n	C V C V C
2211	ShipiboKonibo	jacu (species of bird)	kɨβo	kɨβo	k ɨ β o	None	56	k ɨ β o -	C V C V
2223	Yawanawa	jacu (species of bird)	kɨhu	kɨhu	k ɨ h u	None	56	k ɨ h u -	C V C V
414	Amawaka	japu (bird of fam. Icteridae)	iskó_I	iskó_I	i s k o	None	160	i s k o -	V C C V
412	Chakobo	japu (bird of fam. Icteridae)	ʔisko	ʔisko	ʔ i s k o	None	160	ʔ i s k o	C V C C V
408	Kakataibo	japu (bird of fam. Icteridae)	ʔisko	ʔisko	ʔ i s k o	None	160	ʔ i s k o	C V C C V
410	Kapanawa	japu (bird of fam. Icteridae)	ʔisko	ʔisko	ʔ i s k o	None	160	ʔ i s k o	C V C C V
413	Katukina	japu (bird of fam. Icteridae)	isku	isku	i s k u	None	160	i s k u -	V C C V
415	Kaxinawa	japu (bird of fam. Icteridae)	isku	isku	i s k u	None	160	i s k u -	V C C V
416	Marinawa	japu (bird of fam. Icteridae)	isko	isko	i s k o	None	160	i s k o -	V C C V
411	Marubo	japu (bird of fam. Icteridae)	isko	isko	i s k o	None	160	i s k o -	V C C V
418	Mayoruna	japu (bird of fam. Icteridae)	isku	isku	i s k u	None	160	i s k u -	V C C V
407	Proto-Panoan	japu (bird of fam. Icteridae)	ʔisko	ʔisko	ʔ i s k o	None	160	ʔ i s k o	C V C C V
409	ShipiboKonibo	japu (bird of fam. Icteridae)	ʔisko	ʔisko	ʔ i s k o	None	160	ʔ i s k o	C V C C V
417	Yawanawa	japu (bird of fam. Icteridae)	isku	isku	i s k u	None	160	i s k u -	V C C V
2829	Amawaka	jaw	kowii_I	kowii_I	k o w i i	None	99	k o w i i - - -	C V C V V
2817	Kakataibo	jaw	kuɨbí	kuɨbí	k u ɨ b i	None	99	k u ɨ b i - - -	C V V C V
2822	Kapanawa	jaw	koi_ʂao	koi_ʂao	k o i ʂ a o	None	99	k o i ʂ a o - -	C V V C V V
2827	Katukina	jaw	kui	kui	k u i	None	99	k u i - - - - -	C V V
2823	Kaxarari	jaw	kɨniˈma	kɨniˈma	k ɨ n i m a	None	99	k ɨ n i m a - -	C V C V C V
2830	Kaxinawa	jaw	kui	kui	k u i	None	99	k u i - - - - -	C V V
2832	Korubo	jaw	kwiʃa	kwiʃa	kʷ i ʃ a	None	99	kʷ i ʃ a - - - -	C V C V
2831	Marinawa	jaw	kó	kó	k o	ti	99	k o - - - - - -	C V
2821	Marubo	jaw	kui	kui	k u i	None	99	k u i - - - - -	C V V
2834	Matis	jaw	kuitonko	kuitonko	k u i t o n k o	None	99	k u i t o n k o	C V V C V C C V
2828	Poyanawa	jaw	kui	kui	k u i	None	99	k u i - - - - -	C V V
2816	Proto-Panoan	jaw	talvez_kowi	talvez_kowi	k o w i	author unsure about reconstruction	99	k o w i - - - -	C V C V
2826	Shanenawa	jaw	ku	ku	k u	None	99	k u - - - - - -	C V
2824	Sharanawa	jaw	kowiʂao	kowiʂao	k o w i ʂ a o	None	99	k o w i ʂ a o -	C V C V C V V
2820	ShipiboKonibo	jaw	koi	koi	k o i	None	99	k o i - - - - -	C V V
301	Chakobo	keep holding in arms	ʔikoʔiko-	ʔikoʔiko-	ʔ i k o ʔ i k o	None	101	ʔ i k o ʔ i k o	C V C V C V C V
298	Kakataibo	keep holding in arms	ʔikoiko-	ʔikoiko-	ʔ i k o i k o	None	101	ʔ i k o i k o -	C V C V V C V
300	Kapanawa	keep holding in arms	ʔikoiko-	ʔikoiko-	ʔ i k o i k o	None	101	ʔ i k o i k o -	C V C V V C V
302	Kaxinawa	keep holding in arms	ikuiku-	ikuiku-	i k u i k u	None	101	i k u i k u - -	V C V V C V
297	Proto-Panoan	keep holding in arms	ʔikoʔiko-	ʔikoʔiko-	ʔ i k o ʔ i k o	None	101	ʔ i k o ʔ i k o	C V C V C V C V
299	ShipiboKonibo	keep holding in arms	ʔikoʔiko-	ʔikoʔiko-	ʔ i k o ʔ i k o	None	101	ʔ i k o ʔ i k o	C V C V C V C V
1794	Amawaka	knead, hit, strike	tʃaka-	tʃaka-	tʃ a k a	None	22	tʃ a k a - - -	C V C V
1792	Chakobo	knead, hit, strike	tʃaka-	tʃaka-	tʃ a k a	None	22	tʃ a k a - - -	C V C V
1789	Kakataibo	knead, hit, strike	tʃaka-	tʃaka-	tʃ a k a	None	22	tʃ a k a - - -	C V C V
1791	Kapanawa	knead, hit, strike	tʃaka-	tʃaka-	tʃ a k a	None	22	tʃ a k a - - -	C V C V
1793	Katukina	knead, hit, strike	tʃaka-ki	tʃaka-ki	tʃ a k a k i	None	22	tʃ a k a k i -	C V C V C V
1795	Kaxinawa	knead, hit, strike	tʃaka-	tʃaka-	tʃ a k a	None	22	tʃ a k a - - -	C V C V
1796	Matis	knead, hit, strike	tʂoka-_kin	tʂoka-_kin	ʈʂ o k a k i n	None	22	ʈʂ o k a k i n	C V C V C V C
1797	Mayoruna	knead, hit, strike	ˈtʂok.ka	ˈtʂok.ka	tʂ o k a	None	22	tʂ o k a - - -	C V C V
1788	Proto-Panoan	knead, hit, strike	tʂaka-	tʂaka-	ʈʂ a k a	None	22	ʈʂ a k a - - -	C V C V
1790	ShipiboKonibo	knead, hit, strike	tʃaka-	tʃaka-	tʃ a k a	None	22	tʃ a k a - - -	C V C V
5178	Amawaka	knee	rãtõko	rãtõko	r a ~ t o ~ k o	II	291	r a ~ t o ~ k o	C V 0 C V 0 C V
5173	Chaninawa	knee	ratoko	ratoko	r a t o k o	None	291	r a t o k o - -	C V C V C V
5165	Kakataibo	knee	rãtũ-ti	rãtũ-ti	r a ~ t u ~ t i	None	291	r a ~ t u ~ t i	C V 0 C V 0 C V
5169	Kapanawa	knee	ranton	ranton	r a n t o n	None	291	r a n t o n - -	C V C C V C
